Author,Delay,Previous Characters,Characters,Ratio,Mean,STDEV,Ratio2,Mean2,STDEV2,Range,Range2,Conversation,Violation
Br&yuml;zz,21,25,54,2.57142857142857,2.54110177320849,0.770617870866938,3.76190476190476,3.98561651066866,1.13974088358073,3,2,2,0
Br&yuml;zz,43,51,91,2.11627906976744,2.54110177320849,0.770617870866938,3.30232558139535,3.98561651066866,1.13974088358073,2,2,2,3
chrisboy,4,7,3,0.75,1.06366826862078,0.61410973593176,2.5,3.06835289579522,1.52439576524694,2,2,1,0
chrisboy,15,19,32,2.13333333333333,1.06366826862078,0.61410973593176,3.4,3.06835289579522,1.52439576524694,4,3,1,0
chrisboy,29,45,48,1.6551724137931,1.06366826862078,0.61410973593176,3.20689655172414,3.06835289579522,1.52439576524694,3,3,1,0
chrisboy,23,48,41,1.78260869565217,1.06366826862078,0.61410973593176,3.8695652173913,3.06835289579522,1.52439576524694,4,3,1,0
chrisboy,25,67,16,0.64,1.06366826862078,0.61410973593176,3.32,3.06835289579522,1.52439576524694,2,3,1,0
chrisboy,10,42,3,0.3,1.06366826862078,0.61410973593176,4.5,3.06835289579522,1.52439576524694,1,3,1,0
chrisboy,28,24,35,1.25,1.06366826862078,0.61410973593176,2.10714285714286,3.06835289579522,1.52439576524694,3,2,1,0
chrisboy,10,48,16,1.6,1.06366826862078,0.61410973593176,6.4,3.06835289579522,1.52439576524694,3,4,1,0
chrisboy,34,18,55,1.61764705882353,1.06366826862078,0.61410973593176,2.14705882352941,3.06835289579522,1.52439576524694,3,2,1,0
chrisboy,11,43,15,1.36363636363636,1.06366826862078,0.61410973593176,5.27272727272727,3.06835289579522,1.52439576524694,3,4,1,0
chrisboy,10,17,3,0.3,1.06366826862078,0.61410973593176,2,3.06835289579522,1.52439576524694,1,2,1,0
chrisboy,7,19,4,0.571428571428571,1.06366826862078,0.61410973593176,3.28571428571429,3.06835289579522,1.52439576524694,2,3,1,0
chrisboy,7,26,13,1.85714285714286,1.06366826862078,0.61410973593176,5.57142857142857,3.06835289579522,1.52439576524694,4,4,1,0
chrisboy,56,12,22,0.392857142857143,1.06366826862078,0.61410973593176,0.607142857142857,3.06835289579522,1.52439576524694,1,1,1,0
chrisboy,4,7,4,1,1.06366826862078,0.61410973593176,2.75,3.06835289579522,1.52439576524694,2,2,2,0
chrisboy,10,19,24,2.4,1.06366826862078,0.61410973593176,4.3,3.06835289579522,1.52439576524694,4,3,2,0
chrisboy,26,19,5,0.192307692307692,1.06366826862078,0.61410973593176,0.923076923076923,3.06835289579522,1.52439576524694,1,1,2,1
chrisboy,44,20,24,0.545454545454545,1.06366826862078,0.61410973593176,1,3.06835289579522,1.52439576524694,2,1,2,1
chrisboy,22,33,42,1.90909090909091,1.06366826862078,0.61410973593176,3.40909090909091,3.06835289579522,1.52439576524694,4,3,2,0
chrisboy,29,20,11,0.379310344827586,1.06366826862078,0.61410973593176,1.06896551724138,3.06835289579522,1.52439576524694,1,1,2,1
chrisboy,25,27,17,0.68,1.06366826862078,0.61410973593176,1.76,3.06835289579522,1.52439576524694,2,2,2,1
chrisboy,14,41,12,0.857142857142857,1.06366826862078,0.61410973593176,3.78571428571429,3.06835289579522,1.52439576524694,2,3,2,1
chrisboy,9,35,6,0.666666666666667,1.06366826862078,0.61410973593176,4.55555555555556,3.06835289579522,1.52439576524694,2,3,2,1
chrisboy,6,29,3,0.5,1.06366826862078,0.61410973593176,5.33333333333333,3.06835289579522,1.52439576524694,2,4,2,0
chrisboy,16,24,18,1.125,1.06366826862078,0.61410973593176,2.625,3.06835289579522,1.52439576524694,3,2,2,1
chrisboy,23,17,21,0.91304347826087,1.06366826862078,0.61410973593176,1.65217391304348,3.06835289579522,1.52439576524694,2,2,2,1
chrisboy,12,13,4,0.333333333333333,1.06366826862078,0.61410973593176,1.41666666666667,3.06835289579522,1.52439576524694,1,1,2,1
chrisboy,39,21,70,1.79487179487179,1.06366826862078,0.61410973593176,2.33333333333333,3.06835289579522,1.52439576524694,4,2,2,1
chrisboy,10,38,13,1.3,1.06366826862078,0.61410973593176,5.1,3.06835289579522,1.52439576524694,3,4,2,0
chrisboy,20,15,22,1.1,1.06366826862078,0.61410973593176,1.85,3.06835289579522,1.52439576524694,3,2,2,1
Cyrus,5,7,7,1.4,1.25296983913487,0.727526604306392,2.8,3.15490401093643,1.63490916159275,3,2,1,0
Cyrus,10,19,27,2.7,1.25296983913487,0.727526604306392,4.6,3.15490401093643,1.63490916159275,4,3,1,0
Cyrus,12,39,22,1.83333333333333,1.25296983913487,0.727526604306392,5.08333333333333,3.15490401093643,1.63490916159275,3,4,1,0
Cyrus,35,80,36,1.02857142857143,1.25296983913487,0.727526604306392,3.31428571428571,3.15490401093643,1.63490916159275,2,3,1,0
Cyrus,27,82,20,0.740740740740741,1.25296983913487,0.727526604306392,3.77777777777778,3.15490401093643,1.63490916159275,2,3,1,0
Cyrus,12,37,20,1.66666666666667,1.25296983913487,0.727526604306392,4.75,3.15490401093643,1.63490916159275,3,3,1,0
Cyrus,18,39,38,2.11111111111111,1.25296983913487,0.727526604306392,4.27777777777778,3.15490401093643,1.63490916159275,4,3,1,0
Cyrus,67,46,52,0.776119402985075,1.25296983913487,0.727526604306392,1.46268656716418,3.15490401093643,1.63490916159275,2,1,1,0
Cyrus,25,62,24,0.96,1.25296983913487,0.727526604306392,3.44,3.15490401093643,1.63490916159275,2,3,1,0
Cyrus,23,34,9,0.391304347826087,1.25296983913487,0.727526604306392,1.8695652173913,3.15490401093643,1.63490916159275,1,2,1,0
Cyrus,18,89,21,1.16666666666667,1.25296983913487,0.727526604306392,6.11111111111111,3.15490401093643,1.63490916159275,2,4,1,0
Cyrus,23,18,33,1.43478260869565,1.25296983913487,0.727526604306392,2.21739130434783,3.15490401093643,1.63490916159275,3,2,1,0
Cyrus,16,68,33,2.0625,1.25296983913487,0.727526604306392,6.3125,3.15490401093643,1.63490916159275,4,4,1,0
Cyrus,22,20,5,0.227272727272727,1.25296983913487,0.727526604306392,1.13636363636364,3.15490401093643,1.63490916159275,1,1,1,0
Cyrus,31,19,13,0.419354838709677,1.25296983913487,0.727526604306392,1.03225806451613,3.15490401093643,1.63490916159275,1,1,1,0
Cyrus,10,38,31,3.1,1.25296983913487,0.727526604306392,6.9,3.15490401093643,1.63490916159275,4,4,1,0
Cyrus,19,51,30,1.57894736842105,1.25296983913487,0.727526604306392,4.26315789473684,3.15490401093643,1.63490916159275,3,3,1,0
Cyrus,21,45,34,1.61904761904762,1.25296983913487,0.727526604306392,3.76190476190476,3.15490401093643,1.63490916159275,3,3,1,0
Cyrus,38,64,10,0.263157894736842,1.25296983913487,0.727526604306392,1.94736842105263,3.15490401093643,1.63490916159275,1,2,1,0
Cyrus,6,7,4,0.666666666666667,1.25296983913487,0.727526604306392,1.83333333333333,3.15490401093643,1.63490916159275,2,2,2,0
Cyrus,20,19,11,0.55,1.25296983913487,0.727526604306392,1.5,3.15490401093643,1.63490916159275,2,1,2,0
Cyrus,13,26,20,1.53846153846154,1.25296983913487,0.727526604306392,3.53846153846154,3.15490401093643,1.63490916159275,3,3,2,1
Cyrus,14,21,29,2.07142857142857,1.25296983913487,0.727526604306392,3.57142857142857,3.15490401093643,1.63490916159275,4,3,2,1
Cyrus,10,17,22,2.2,1.25296983913487,0.727526604306392,3.9,3.15490401093643,1.63490916159275,4,3,2,1
Cyrus,26,22,49,1.88461538461538,1.25296983913487,0.727526604306392,2.73076923076923,3.15490401093643,1.63490916159275,3,2,2,1
Cyrus,46,38,96,2.08695652173913,1.25296983913487,0.727526604306392,2.91304347826087,3.15490401093643,1.63490916159275,4,2,2,1
Cyrus,39,27,35,0.897435897435897,1.25296983913487,0.727526604306392,1.58974358974359,3.15490401093643,1.63490916159275,2,2,2,1
Cyrus,9,34,17,1.88888888888889,1.25296983913487,0.727526604306392,5.66666666666667,3.15490401093643,1.63490916159275,3,4,2,1
Cyrus,36,33,52,1.44444444444444,1.25296983913487,0.727526604306392,2.36111111111111,3.15490401093643,1.63490916159275,3,2,2,1
Cyrus,46,32,55,1.19565217391304,1.25296983913487,0.727526604306392,1.89130434782609,3.15490401093643,1.63490916159275,2,2,2,0
Cyrus,27,55,57,2.11111111111111,1.25296983913487,0.727526604306392,4.14814814814815,3.15490401093643,1.63490916159275,4,3,2,0
Cyrus,49,42,30,0.612244897959184,1.25296983913487,0.727526604306392,1.46938775510204,3.15490401093643,1.63490916159275,2,1,2,1
Cyrus,18,6,12,0.666666666666667,1.25296983913487,0.727526604306392,1,3.15490401093643,1.63490916159275,2,1,2,1
Cyrus,26,20,18,0.692307692307692,1.25296983913487,0.727526604306392,1.46153846153846,3.15490401093643,1.63490916159275,2,1,2,1
Cyrus,30,32,12,0.4,1.25296983913487,0.727526604306392,1.46666666666667,3.15490401093643,1.63490916159275,1,1,2,1
Cyrus,17,29,11,0.647058823529412,1.25296983913487,0.727526604306392,2.35294117647059,3.15490401093643,1.63490916159275,2,2,2,1
Cyrus,5,25,6,1.2,1.25296983913487,0.727526604306392,6.2,3.15490401093643,1.63490916159275,2,4,2,0
Cyrus,26,28,5,0.192307692307692,1.25296983913487,0.727526604306392,1.26923076923077,3.15490401093643,1.63490916159275,1,1,2,0
Cyrus,25,67,11,0.44,1.25296983913487,0.727526604306392,3.12,3.15490401093643,1.63490916159275,1,2,2,0
Dane,4,7,4,1,0.951245808183914,0.575852052581931,2.75,2.93113421691962,2.5969631307331,3,2,1,0
Dane,43,19,26,0.604651162790698,0.951245808183914,0.575852052581931,1.04651162790698,2.93113421691962,2.5969631307331,2,2,1,0
Dane,53,52,50,0.943396226415094,0.951245808183914,0.575852052581931,1.92452830188679,2.93113421691962,2.5969631307331,2,2,1,0
Dane,46,74,42,0.91304347826087,0.951245808183914,0.575852052581931,2.52173913043478,2.93113421691962,2.5969631307331,2,2,1,0
Dane,17,83,28,1.64705882352941,0.951245808183914,0.575852052581931,6.52941176470588,2.93113421691962,2.5969631307331,4,4,1,2
Dane,104,10,19,0.182692307692308,0.951245808183914,0.575852052581931,0.278846153846154,2.93113421691962,2.5969631307331,1,1,1,2
Dane,40,111,57,1.425,0.951245808183914,0.575852052581931,4.2,2.93113421691962,2.5969631307331,3,3,1,0
Dane,44,34,20,0.454545454545455,0.951245808183914,0.575852052581931,1.22727272727273,2.93113421691962,2.5969631307331,2,2,1,2
Dane,34,45,27,0.794117647058823,0.951245808183914,0.575852052581931,2.11764705882353,2.93113421691962,2.5969631307331,2,2,1,2
Dane,12,55,27,2.25,0.951245808183914,0.575852052581931,6.83333333333333,2.93113421691962,2.5969631307331,4,4,1,0
Dane,30,51,10,0.333333333333333,0.951245808183914,0.575852052581931,2.03333333333333,2.93113421691962,2.5969631307331,1,2,1,2
Dane,25,29,19,0.76,0.951245808183914,0.575852052581931,1.92,2.93113421691962,2.5969631307331,2,2,1,2
Dane,16,7,17,1.0625,0.951245808183914,0.575852052581931,1.5,2.93113421691962,2.5969631307331,3,2,2,0
Dane,19,35,39,2.05263157894737,0.951245808183914,0.575852052581931,3.89473684210526,2.93113421691962,2.5969631307331,4,3,2,0
Dane,29,15,60,2.06896551724138,0.951245808183914,0.575852052581931,2.58620689655172,2.93113421691962,2.5969631307331,4,2,2,0
Dane,29,81,36,1.24137931034483,0.951245808183914,0.575852052581931,4.03448275862069,2.93113421691962,2.5969631307331,3,3,2,0
Dane,36,72,46,1.27777777777778,0.951245808183914,0.575852052581931,3.27777777777778,2.93113421691962,2.5969631307331,3,3,2,0
Dane,53,101,26,0.490566037735849,0.951245808183914,0.575852052581931,2.39622641509434,2.93113421691962,2.5969631307331,2,2,2,0
Dane,57,97,57,1,0.951245808183914,0.575852052581931,2.70175438596491,2.93113421691962,2.5969631307331,3,2,2,0
Dane,108,56,54,0.5,0.951245808183914,0.575852052581931,1.01851851851852,2.93113421691962,2.5969631307331,2,2,2,0
Dane,48,17,25,0.520833333333333,0.951245808183914,0.575852052581931,0.875,2.93113421691962,2.5969631307331,2,2,2,0
Dane,54,34,13,0.240740740740741,0.951245808183914,0.575852052581931,0.87037037037037,2.93113421691962,2.5969631307331,1,2,2,0
Dane,9,108,6,0.666666666666667,0.951245808183914,0.575852052581931,12.6666666666667,2.93113421691962,2.5969631307331,2,4,2,0
Dane,70,52,28,0.4,0.951245808183914,0.575852052581931,1.14285714285714,2.93113421691962,2.5969631307331,2,2,2,0
DarkUmbreChar,6,7,6,1,0.901803528013205,0.584146019554685,2.16666666666667,2.14755003061455,0.848814309155072,3,3,1,0
DarkUmbreChar,10,19,21,2.1,0.901803528013205,0.584146019554685,4,2.14755003061455,0.848814309155072,4,4,1,0
DarkUmbreChar,12,19,12,1,0.901803528013205,0.584146019554685,2.58333333333333,2.14755003061455,0.848814309155072,3,3,1,1
DarkUmbreChar,18,20,35,1.94444444444444,0.901803528013205,0.584146019554685,3.05555555555556,2.14755003061455,0.848814309155072,4,4,1,1
DarkUmbreChar,26,32,23,0.884615384615385,0.901803528013205,0.584146019554685,2.11538461538462,2.14755003061455,0.848814309155072,2,2,1,1
DarkUmbreChar,28,24,5,0.178571428571429,0.901803528013205,0.584146019554685,1.03571428571429,2.14755003061455,0.848814309155072,1,1,1,1
DarkUmbreChar,4,7,3,0.75,0.901803528013205,0.584146019554685,2.5,2.14755003061455,0.848814309155072,2,3,2,0
DarkUmbreChar,15,19,11,0.733333333333333,0.901803528013205,0.584146019554685,2,2.14755003061455,0.848814309155072,2,2,2,0
DarkUmbreChar,62,33,35,0.564516129032258,0.901803528013205,0.584146019554685,1.09677419354839,2.14755003061455,0.848814309155072,2,1,2,0
DarkUmbreChar,30,41,34,1.13333333333333,0.901803528013205,0.584146019554685,2.5,2.14755003061455,0.848814309155072,3,3,2,0
DarkUmbreChar,36,23,11,0.305555555555556,0.901803528013205,0.584146019554685,0.944444444444444,2.14755003061455,0.848814309155072,1,1,2,0
DarkUmbreChar,22,34,5,0.227272727272727,0.901803528013205,0.584146019554685,1.77272727272727,2.14755003061455,0.848814309155072,1,2,2,0
Darkwater,7,7,13,1.85714285714286,1.5830891057951,0.816611464842303,2.85714285714286,2.89210881589838,1.39605902458923,3,2,1,0
Darkwater,10,19,27,2.7,1.5830891057951,0.816611464842303,4.6,2.89210881589838,1.39605902458923,4,4,1,0
Darkwater,13,19,24,1.84615384615385,1.5830891057951,0.816611464842303,3.30769230769231,2.89210881589838,1.39605902458923,3,3,1,1
Darkwater,24,12,32,1.33333333333333,1.5830891057951,0.816611464842303,1.83333333333333,2.89210881589838,1.39605902458923,2,2,1,1
Darkwater,19,12,43,2.26315789473684,1.5830891057951,0.816611464842303,2.89473684210526,2.89210881589838,1.39605902458923,3,3,1,1
Darkwater,45,11,21,0.466666666666667,1.5830891057951,0.816611464842303,0.711111111111111,2.89210881589838,1.39605902458923,1,1,1,1
Darkwater,32,11,104,3.25,1.5830891057951,0.816611464842303,3.59375,2.89210881589838,1.39605902458923,4,3,1,1
Darkwater,11,33,25,2.27272727272727,1.5830891057951,0.816611464842303,5.27272727272727,2.89210881589838,1.39605902458923,3,4,1,0
Darkwater,31,32,80,2.58064516129032,1.5830891057951,0.816611464842303,3.61290322580645,2.89210881589838,1.39605902458923,4,3,1,0
Darkwater,60,12,124,2.06666666666667,1.5830891057951,0.816611464842303,2.26666666666667,2.89210881589838,1.39605902458923,3,2,1,1
Darkwater,14,43,18,1.28571428571429,1.5830891057951,0.816611464842303,4.35714285714286,2.89210881589838,1.39605902458923,2,4,1,0
Darkwater,124,12,199,1.60483870967742,1.5830891057951,0.816611464842303,1.70161290322581,2.89210881589838,1.39605902458923,3,2,1,1
Darkwater,31,6,33,1.06451612903226,1.5830891057951,0.816611464842303,1.25806451612903,2.89210881589838,1.39605902458923,2,1,1,1
Darkwater,70,5,42,0.6,1.5830891057951,0.816611464842303,0.671428571428571,2.89210881589838,1.39605902458923,1,1,1,1
Darkwater,21,16,58,2.76190476190476,1.5830891057951,0.816611464842303,3.52380952380952,2.89210881589838,1.39605902458923,4,3,1,1
Darkwater,31,27,43,1.38709677419355,1.5830891057951,0.816611464842303,2.25806451612903,2.89210881589838,1.39605902458923,2,2,1,0
Darkwater,7,7,13,1.85714285714286,1.5830891057951,0.816611464842303,2.85714285714286,2.89210881589838,1.39605902458923,3,2,2,0
Darkwater,13,19,45,3.46153846153846,1.5830891057951,0.816611464842303,4.92307692307692,2.89210881589838,1.39605902458923,4,4,2,0
Darkwater,17,30,44,2.58823529411765,1.5830891057951,0.816611464842303,4.35294117647059,2.89210881589838,1.39605902458923,4,4,2,0
Darkwater,40,93,17,0.425,1.5830891057951,0.816611464842303,2.75,2.89210881589838,1.39605902458923,1,2,2,0
Darkwater,20,23,38,1.9,1.5830891057951,0.816611464842303,3.05,2.89210881589838,1.39605902458923,3,3,2,0
Darkwater,19,13,30,1.57894736842105,1.5830891057951,0.816611464842303,2.26315789473684,2.89210881589838,1.39605902458923,2,2,2,0
Darkwater,25,42,19,0.76,1.5830891057951,0.816611464842303,2.44,2.89210881589838,1.39605902458923,1,2,2,0
Darkwater,44,95,19,0.431818181818182,1.5830891057951,0.816611464842303,2.59090909090909,2.89210881589838,1.39605902458923,1,2,2,0
Darkwater,13,9,27,2.07692307692308,1.5830891057951,0.816611464842303,2.76923076923077,2.89210881589838,1.39605902458923,3,2,2,0
Darkwater,21,29,23,1.0952380952381,1.5830891057951,0.816611464842303,2.47619047619048,2.89210881589838,1.39605902458923,2,2,2,0
Darkwater,18,20,13,0.722222222222222,1.5830891057951,0.816611464842303,1.83333333333333,2.89210881589838,1.39605902458923,1,2,2,0
Darkwater,8,12,16,2,1.5830891057951,0.816611464842303,3.5,2.89210881589838,1.39605902458923,3,3,2,0
Darkwater,16,14,27,1.6875,1.5830891057951,0.816611464842303,2.5625,2.89210881589838,1.39605902458923,3,2,2,0
Darkwater,11,75,9,0.818181818181818,1.5830891057951,0.816611464842303,7.63636363636364,2.89210881589838,1.39605902458923,2,4,2,0
Darkwater,16,15,17,1.0625,1.5830891057951,0.816611464842303,2,2.89210881589838,1.39605902458923,2,2,2,0
Darkwater,18,24,16,0.888888888888889,1.5830891057951,0.816611464842303,2.22222222222222,2.89210881589838,1.39605902458923,2,2,2,0
Darkwater,15,36,23,1.53333333333333,1.5830891057951,0.816611464842303,3.93333333333333,2.89210881589838,1.39605902458923,2,3,2,0
Darkwater,8,7,7,0.875,1.5830891057951,0.816611464842303,1.75,2.89210881589838,1.39605902458923,2,2,2,0
Darkwater,59,17,18,0.305084745762712,1.5830891057951,0.816611464842303,0.593220338983051,2.89210881589838,1.39605902458923,1,1,2,0
david_r,20,6,15,0.75,1.49143805008058,0.729201653223956,1.05,2.95202004522244,1.44685202831116,1,1,1,0
david_r,14,19,29,2.07142857142857,1.49143805008058,0.729201653223956,3.42857142857143,2.95202004522244,1.44685202831116,3,3,1,0
david_r,30,36,86,2.86666666666667,1.49143805008058,0.729201653223956,4.06666666666667,2.95202004522244,1.44685202831116,4,3,1,0
david_r,44,78,80,1.81818181818182,1.49143805008058,0.729201653223956,3.59090909090909,2.95202004522244,1.44685202831116,3,3,1,0
david_r,59,62,82,1.38983050847458,1.49143805008058,0.729201653223956,2.4406779661017,2.95202004522244,1.44685202831116,2,2,1,0
david_r,47,31,75,1.59574468085106,1.49143805008058,0.729201653223956,2.25531914893617,2.95202004522244,1.44685202831116,3,2,1,0
david_r,17,110,12,0.705882352941177,1.49143805008058,0.729201653223956,7.17647058823529,2.95202004522244,1.44685202831116,1,4,1,0
david_r,31,33,39,1.25806451612903,1.49143805008058,0.729201653223956,2.32258064516129,2.95202004522244,1.44685202831116,2,2,1,0
david_r,53,53,42,0.792452830188679,1.49143805008058,0.729201653223956,1.79245283018868,2.95202004522244,1.44685202831116,2,2,1,0
david_r,63,124,41,0.650793650793651,1.49143805008058,0.729201653223956,2.61904761904762,2.95202004522244,1.44685202831116,1,2,1,0
david_r,42,115,29,0.69047619047619,1.49143805008058,0.729201653223956,3.42857142857143,2.95202004522244,1.44685202831116,1,3,1,0
david_r,123,12,89,0.723577235772358,1.49143805008058,0.729201653223956,0.821138211382114,2.95202004522244,1.44685202831116,1,1,1,0
david_r,9,7,13,1.44444444444444,1.49143805008058,0.729201653223956,2.22222222222222,2.95202004522244,1.44685202831116,2,2,2,0
david_r,10,19,31,3.1,1.49143805008058,0.729201653223956,5,2.95202004522244,1.44685202831116,4,4,2,0
david_r,28,30,48,1.71428571428571,1.49143805008058,0.729201653223956,2.78571428571429,2.95202004522244,1.44685202831116,3,2,2,0
david_r,102,49,71,0.696078431372549,1.49143805008058,0.729201653223956,1.17647058823529,2.95202004522244,1.44685202831116,1,1,2,3
david_r,46,41,78,1.69565217391304,1.49143805008058,0.729201653223956,2.58695652173913,2.95202004522244,1.44685202831116,3,2,2,3
david_r,41,35,16,0.390243902439024,1.49143805008058,0.729201653223956,1.24390243902439,2.95202004522244,1.44685202831116,1,1,2,0
david_r,47,51,98,2.08510638297872,1.49143805008058,0.729201653223956,3.17021276595745,2.95202004522244,1.44685202831116,3,3,2,3
david_r,45,125,111,2.46666666666667,1.49143805008058,0.729201653223956,5.24444444444444,2.95202004522244,1.44685202831116,4,4,2,3
david_r,59,58,94,1.59322033898305,1.49143805008058,0.729201653223956,2.57627118644068,2.95202004522244,1.44685202831116,3,2,2,0
david_r,34,65,70,2.05882352941176,1.49143805008058,0.729201653223956,3.97058823529412,2.95202004522244,1.44685202831116,3,3,2,3
david_r,55,65,96,1.74545454545455,1.49143805008058,0.729201653223956,2.92727272727273,2.95202004522244,1.44685202831116,3,2,2,3
Dekoa,8,7,13,1.625,1.84215313742872,0.941469348021443,2.5,3.3334979918213,1.18182864995526,2,2,1,0
Dekoa,10,19,35,3.5,1.84215313742872,0.941469348021443,5.4,3.3334979918213,1.18182864995526,4,4,1,0
Dekoa,26,43,51,1.96153846153846,1.84215313742872,0.941469348021443,3.61538461538462,3.3334979918213,1.18182864995526,3,3,1,3
Dekoa,36,58,59,1.63888888888889,1.84215313742872,0.941469348021443,3.25,3.3334979918213,1.18182864995526,2,2,1,3
Dekoa,25,71,89,3.56,1.84215313742872,0.941469348021443,6.4,3.3334979918213,1.18182864995526,4,4,1,3
Dekoa,29,36,112,3.86206896551724,1.84215313742872,0.941469348021443,5.10344827586207,3.3334979918213,1.18182864995526,4,4,1,3
Dekoa,48,35,124,2.58333333333333,1.84215313742872,0.941469348021443,3.3125,3.3334979918213,1.18182864995526,3,2,1,3
Dekoa,27,69,63,2.33333333333333,1.84215313742872,0.941469348021443,4.88888888888889,3.3334979918213,1.18182864995526,3,4,1,3
Dekoa,52,69,89,1.71153846153846,1.84215313742872,0.941469348021443,3.03846153846154,3.3334979918213,1.18182864995526,2,2,1,3
Dekoa,30,38,67,2.23333333333333,1.84215313742872,0.941469348021443,3.5,3.3334979918213,1.18182864995526,3,3,1,3
Dekoa,16,47,11,0.6875,1.84215313742872,0.941469348021443,3.625,3.3334979918213,1.18182864995526,1,3,1,0
Dekoa,33,47,41,1.24242424242424,1.84215313742872,0.941469348021443,2.66666666666667,3.3334979918213,1.18182864995526,2,2,1,3
Dekoa,18,28,27,1.5,1.84215313742872,0.941469348021443,3.05555555555556,3.3334979918213,1.18182864995526,2,2,1,3
Dekoa,38,34,70,1.84210526315789,1.84215313742872,0.941469348021443,2.73684210526316,3.3334979918213,1.18182864995526,2,2,1,0
Dekoa,20,7,26,1.3,1.84215313742872,0.941469348021443,1.65,3.3334979918213,1.18182864995526,2,1,2,0
Dekoa,27,47,38,1.40740740740741,1.84215313742872,0.941469348021443,3.14814814814815,3.3334979918213,1.18182864995526,2,2,2,0
Dekoa,18,20,33,1.83333333333333,1.84215313742872,0.941469348021443,2.94444444444444,3.3334979918213,1.18182864995526,2,2,2,0
Dekoa,26,40,60,2.30769230769231,1.84215313742872,0.941469348021443,3.84615384615385,3.3334979918213,1.18182864995526,3,3,2,0
Dekoa,45,24,143,3.17777777777778,1.84215313742872,0.941469348021443,3.71111111111111,3.3334979918213,1.18182864995526,4,3,2,0
Dekoa,75,187,181,2.41333333333333,1.84215313742872,0.941469348021443,4.90666666666667,3.3334979918213,1.18182864995526,3,4,2,0
Dekoa,107,184,76,0.710280373831776,1.84215313742872,0.941469348021443,2.42990654205607,3.3334979918213,1.18182864995526,1,2,2,0
Dekoa,31,56,14,0.451612903225806,1.84215313742872,0.941469348021443,2.25806451612903,3.3334979918213,1.18182864995526,1,2,2,0
Dekoa,39,48,76,1.94871794871795,1.84215313742872,0.941469348021443,3.17948717948718,3.3334979918213,1.18182864995526,3,2,2,0
Dekoa,63,57,21,0.333333333333333,1.84215313742872,0.941469348021443,1.23809523809524,3.3334979918213,1.18182864995526,1,1,2,0
Dekoa,25,20,29,1.16,1.84215313742872,0.941469348021443,1.96,3.3334979918213,1.18182864995526,2,1,2,0
Dekoa,49,85,28,0.571428571428571,1.84215313742872,0.941469348021443,2.30612244897959,3.3334979918213,1.18182864995526,1,2,2,0
Dharsi,15,7,33,2.2,2.17122035065031,0.826845456363658,2.66666666666667,3.72578770919072,1.55282729078582,3,2,1,0
Dharsi,31,45,51,1.64516129032258,2.17122035065031,0.826845456363658,3.09677419354839,3.72578770919072,1.55282729078582,2,2,1,0
Dharsi,36,19,96,2.66666666666667,2.17122035065031,0.826845456363658,3.19444444444444,3.72578770919072,1.55282729078582,3,2,1,0
Dharsi,57,46,163,2.85964912280702,2.17122035065031,0.826845456363658,3.66666666666667,3.72578770919072,1.55282729078582,3,2,1,0
Dharsi,33,105,79,2.39393939393939,2.17122035065031,0.826845456363658,5.57575757575758,3.72578770919072,1.55282729078582,3,4,1,2
Dharsi,43,27,18,0.418604651162791,2.17122035065031,0.826845456363658,1.04651162790698,3.72578770919072,1.55282729078582,1,1,1,2
Dharsi,53,24,101,1.90566037735849,2.17122035065031,0.826845456363658,2.35849056603774,3.72578770919072,1.55282729078582,2,2,1,0
Dharsi,46,100,125,2.71739130434783,2.17122035065031,0.826845456363658,4.89130434782609,3.72578770919072,1.55282729078582,3,3,1,0
Dharsi,64,13,157,2.453125,2.17122035065031,0.826845456363658,2.65625,3.72578770919072,1.55282729078582,3,2,1,2
Dharsi,33,71,100,3.03030303030303,2.17122035065031,0.826845456363658,5.18181818181818,3.72578770919072,1.55282729078582,4,3,1,0
Dharsi,67,22,143,2.13432835820896,2.17122035065031,0.826845456363658,2.46268656716418,3.72578770919072,1.55282729078582,2,2,1,2
Dharsi,11,7,14,1.27272727272727,2.17122035065031,0.826845456363658,1.90909090909091,3.72578770919072,1.55282729078582,1,1,2,0
Dharsi,23,19,57,2.47826086956522,2.17122035065031,0.826845456363658,3.30434782608696,3.72578770919072,1.55282729078582,3,2,2,0
Dharsi,19,51,21,1.10526315789474,2.17122035065031,0.826845456363658,3.78947368421053,3.72578770919072,1.55282729078582,1,3,2,0
Dharsi,43,39,55,1.27906976744186,2.17122035065031,0.826845456363658,2.18604651162791,3.72578770919072,1.55282729078582,1,2,2,0
Dharsi,56,47,99,1.76785714285714,2.17122035065031,0.826845456363658,2.60714285714286,3.72578770919072,1.55282729078582,2,2,2,0
Dharsi,37,104,129,3.48648648648649,2.17122035065031,0.826845456363658,6.2972972972973,3.72578770919072,1.55282729078582,4,4,2,0
Dharsi,44,40,34,0.772727272727273,2.17122035065031,0.826845456363658,1.68181818181818,3.72578770919072,1.55282729078582,1,1,2,0
Dharsi,28,81,57,2.03571428571429,2.17122035065031,0.826845456363658,4.92857142857143,3.72578770919072,1.55282729078582,2,3,2,0
Dharsi,54,86,91,1.68518518518519,2.17122035065031,0.826845456363658,3.27777777777778,3.72578770919072,1.55282729078582,2,2,2,0
Dharsi,37,130,112,3.02702702702703,2.17122035065031,0.826845456363658,6.54054054054054,3.72578770919072,1.55282729078582,4,4,2,0
